Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,BldgType,HouseStyle,OverallQual,OverallCond,Foundation,BsmtQual,BsmtCond,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Fireplaces,FireplaceQu,GarageQual,GarageCond,SaleCondition,PoolQC,Fence,LotArea_LotFrontage,FirePlace_LotArea,FirePlaces_LotFrontage,SalePriceCategorical,SalePrice,Selected,Selected (1),Selected (2)
0.006168608636052091,190,RL,0.09931506849315068,0.028605482717520857,Reg,2fmCon,1.5Unf,5,6,BrkTil,TA,TA,GasA,Ex,Y,SBrkr,TA,0.6666666666666666,TA,Gd,TA,Normal,NA,NA,0.010540234816551836,0.034472345466793654,0.10649627263045794,"Under 200,000",118000.0,No,No,No
0.006854009595613435,20,RL,0.1678082191780822,0.046273574984224915,Reg,1Fam,1Story,5,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.02334416024587009,0.0,0.0,"Under 200,000",129500.0,No,No,No
0.0075394105551747775,60,RL,0.2191780821917808,0.049657622286101565,IR1,1Fam,2Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,0.6666666666666666,Gd,TA,TA,Partial,NA,NA,0.030460414587385132,0.055397337917257074,0.1810436634717785,"Under 400,000",345000.0,No,No,No
0.00822481151473612,20,RL,0.16797930947954332,0.05453738110261983,IR2,1Fam,1Story,5,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.02720108267626625,0.0,0.0,"Under 200,000",144000.0,No,No,No
0.008910212474297465,20,RL,0.23972602739726026,0.043712169015401155,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Partial,NA,NA,0.029089867528355344,0.024743896490046224,0.09691160809371673,"Under 400,000",279500.0,No,No,No
0.009595613433858808,20,RL,0.16797930947954332,0.044964827408913506,IR1,1Fam,1Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0.3333333333333333,Fa,TA,TA,Normal,NA,GdWo,0.022753429456365198,0.02536644289065948,0.07460059464113596,"Under 200,000",157000.0,No,No,No
0.010281014393420152,45,RM,0.10273972602739725,0.022529154689289302,Reg,1Fam,1.5Unf,7,8,BrkTil,TA,TA,GasA,Ex,Y,FuseA,TA,0.0,N/A,TA,TA,Normal,NA,GdPrv,0.008714822881253389,0.0,0.0,"Under 200,000",132000.0,No,No,No
0.010966415352981495,20,RL,0.16797930947954332,0.04646521302203837,IR1,1Fam,1Story,6,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0.3333333333333333,TA,TA,TA,Normal,NA,NA,0.023450546977648517,0.026112104810796996,0.07460059464113596,"Under 200,000",149000.0,No,No,No
0.011651816312542838,90,RL,0.17465753424657532,0.04436186870457361,Reg,Duplex,1Story,4,5,Slab,N/A,N/A,GasA,TA,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.023125656453071457,0.0,0.0,"Under 200,000",90000.0,No,No,No
0.012337217272104182,20,RL,0.1541095890410959,0.057935450699946246,Reg,1Fam,1Story,5,5,PConc,TA,TA,GasA,Ex,Y,SBrkr,Gd,0.0,N/A,TA,TA,Normal,NA,NA,0.02706039884444728,0.0,0.0,"Under 200,000",159000.0,No,No,No
0.013022618231665525,20,RL,0.1678082191780822,0.029259856505176565,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0.0,N/A,TA,TA,Abnorml,NA,MnPrv,0.015444789303036456,0.0,0.0,"Under 200,000",139000.0,No,No,No
0.01370801919122687,60,RL,0.273972602739726,0.06036598191123887,IR1,1Fam,2Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Partial,NA,NA,0.043548785575575046,0.03302051151013961,0.10756123535676253,"Under 400,000",325300.0,No,No,No
0.014393420150788212,45,RM,0.1232876712328767,0.028741031573535254,Reg,1Fam,1.5Unf,7,7,PConc,TA,TA,GasA,Ex,Y,FuseF,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,GdPrv,0.01220173790501056,0.017303537828985575,0.06070287539936103,"Under 200,000",139400.0,No,No,No
0.015078821110349555,20,RL,0.18493150684931506,0.03945873939563906,Reg,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.021690190701913362,0.022630026249157935,0.07987220447284346,"Under 400,000",230000.0,No,No,No
0.015764222069910898,120,RM,0.07876712328767123,0.013667063965037743,Reg,TwnhsE,1Story,5,7,PConc,Gd,TA,GasA,TA,Y,SBrkr,TA,0.3333333333333333,TA,TA,TA,Normal,NA,NA,0.004800355955327383,0.0098120746126507,0.046858359957401494,"Under 200,000",129900.0,No,No,No
0.01644962302947224,20,RL,0.16797930947954332,0.03246628806468952,IR1,1Fam,1Story,5,8,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,TA,TA,TA,Normal,NA,MnPrv,0.016946288484677986,0.019154916490510814,0.07460059464113596,"Under 200,000",154000.0,No,No,No
0.017135023989033587,20,RL,0.3047945205479452,0.06043609338848769,Reg,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.04756621094302833,0.033055355525099306,0.11714589989350374,"Under 400,000",256300.0,No,No,No
0.01782042494859493,20,RL,0.13356164383561642,0.027577181051204748,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,Gd,0.0,N/A,TA,TA,Normal,NA,NA,0.012431371502238067,0.0,0.0,"Under 200,000",134800.0,No,No,No
0.018505825908156272,20,RL,0.2636986301369863,0.04757297436256982,Reg,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.03391108799170677,0.02666264024716021,0.10436634717784879,"Under 400,000",306000.0,No,No,No
0.019191226867717615,20,RL,0.08904109589041095,0.07020963331697398,IR1,1Fam,1Story,5,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0.6666666666666666,Gd,TA,TA,Normal,NA,NA,0.02281981934808302,0.07582522242096215,0.10010649627263046,"Under 400,000",207500.0,No,No,No
0.019876627827278958,30,RM,0.13356164383561642,0.02348267077987333,IR1,1Fam,1Story,4,6,BrkTil,TA,TA,GasA,Fa,N,SBrkr,Fa,0.0,N/A,Fa,TA,Normal,NA,NA,0.010801893728473013,0.0,0.0,"Under 200,000",68500.0,No,No,No
0.020562028786840304,70,C (all),0.09931506849315068,0.0336535090794363,Reg,1Fam,2Story,4,4,BrkTil,TA,TA,GasA,TA,N,SBrkr,TA,0.0,N/A,TA,Fa,Normal,NA,MnPrv,0.012214355816995384,0.0,0.0,"Under 200,000",40000.0,No,No,No
0.021247429746401647,20,RL,0.16797930947954332,0.03385916941269952,IR1,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Gd,Y,SBrkr,Gd,0.0,N/A,TA,TA,Normal,NA,MnPrv,0.017593456775464374,0.0,0.0,"Under 200,000",149350.0,No,No,No
0.02193283070596299,20,RL,0.2191780821917808,0.045567786113253406,Reg,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,0.0,N/A,TA,TA,Normal,NA,NA,0.028154622931681632,0.0,0.0,"Under 200,000",179900.0,No,No,No
0.022618231665524333,20,RL,0.1678082191780822,0.043244759167075646,IR1,1Fam,1Story,5,5,CBlock,TA,TA,GasA,Gd,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.021937898605497507,0.02451160305698158,0.07454739084132056,"Under 200,000",165500.0,No,No,No
0.023303632625085675,120,RL,0.13356164383561642,0.028105354179812567,Reg,TwnhsE,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.01264156669451598,0.016987618760017652,0.06389776357827477,"Under 400,000",277500.0,No,No,No
0.02398903358464702,60,RL,0.297945205479452,0.0566407254200846,Reg,1Fam,2Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.04396511466659275,0.03116913284861437,0.11501597444089458,"Under 400,000",309000.0,No,No,No
0.024674434544208364,20,RL,0.3116438356164383,0.04467970740143495,Reg,1Fam,1Story,5,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.03674357671549426,0.0,0.0,"Under 200,000",145000.0,No,No,No
0.025359835503769707,20,RL,0.1815068493150685,0.033803080230900465,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0.3333333333333333,TA,TA,TA,Normal,NA,NA,0.018612226235875648,0.019819275709075705,0.07880724174653887,"Under 200,000",153000.0,No,No,No
0.02604523646333105,20,RL,0.16095890410958902,0.03095188015611489,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,Gd,0.0,N/A,TA,TA,Abnorml,NA,NA,0.015739186581188527,0.0,0.0,"Under 200,000",109000.0,No,No,No
0.026730637422892393,90,RL,0.1506849315068493,0.022155226810628897,Reg,Duplex,1Story,4,5,PConc,N/A,N/A,GasA,TA,N,FuseP,Fa,0.0,N/A,N/A,N/A,AdjLand,NA,NA,0.011209883216729255,0.0,0.0,"Under 200,000",82000.0,No,No,No
0.02741603838245374,20,RL,0.21575342465753422,0.0343920166397906,Reg,1Fam,1Story,6,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0.3333333333333333,TA,TA,TA,Abnorml,NA,GdWo,0.021585465132663392,0.02011196543473716,0.08945686900958467,"Under 200,000",160000.0,No,No,No
0.028101439342015082,20,RL,0.32191780821917804,0.07293930683119493,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0.6666666666666666,Gd,TA,TA,Normal,NA,NA,0.05930908468271361,0.07853840971915724,0.24494142705005328,"Under 200,000",170000.0,No,No,No
0.028786840301576425,85,RL,0.16797930947954332,0.036831896048049734,IR1,1Fam,SFoyer,5,7,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,Gd,0.0,N/A,TA,Gd,Normal,NA,MnPrv,0.01897466158398833,0.0,0.0,"Under 200,000",144000.0,No,No,No
0.029472241261137767,20,RL,0.16797930947954332,0.03692537801771483,IR1,1Fam,1Story,5,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,MnPrv,0.019018095697463926,0.0,0.0,"Under 200,000",130250.0,No,No,No
0.03015764222069911,20,RL,0.1678082191780822,0.031059384421229755,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Ex,Y,FuseA,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.01628029969122078,0.0,0.0,"Under 200,000",141000.0,No,No,No
0.030843043180260453,120,RL,0.136986301369863,0.029717918156535558,Reg,TwnhsE,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.013520728237674834,0.017789031104090688,0.06496272630457935,"Under 400,000",319900.0,No,No,No
0.031528444139821796,50,RL,0.09246575342465753,0.05385496272406459,IR1,1Fam,1.5Fin,7,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Ex,TA,TA,Abnorml,NA,NA,0.018118918581078284,0.02978466398754907,0.05111821086261981,"Under 400,000",239686.0,No,No,No
0.03221384509938314,20,FV,0.21575342465753422,0.04578746874196639,Reg,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.0,N/A,TA,TA,Normal,NA,NA,0.027934476020123306,0.0,0.0,"Under 400,000",249700.0,No,No,No
0.03289924605894448,190,RM,0.0410958904109589,0.014751454813152912,Reg,2fmCon,2Story,4,5,BrkTil,TA,TA,GasA,Gd,Y,SBrkr,TA,0.0,N/A,N/A,N/A,Partial,NA,NA,0.0035972209963419524,0.0,0.0,"Under 200,000",113000.0,No,No,No
0.03358464701850583,20,RL,0.1541095890410959,0.03011054242912898,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,MnPrv,0.01487968045866451,0.0,0.0,"Under 200,000",127000.0,No,No,No
0.034270047978067174,60,RL,0.16797930947954332,0.058748743836032624,IR2,1Fam,2Story,6,6,PConc,Gd,TA,GasA,Gd,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.02915778948834186,0.0,0.0,"Under 200,000",177000.0,No,No,No
0.03495544893762852,50,RM,0.10616438356164383,0.02309004650727991,Reg,1Fam,1.5Fin,6,6,PConc,TA,TA,GasA,TA,Y,SBrkr,TA,0.3333333333333333,Gd,TA,TA,Normal,NA,MnPrv,0.009098010576910467,0.014495110223233989,0.05537806176783813,"Under 200,000",114500.0,No,No,No
0.03564084989718986,90,RM,0.3047945205479452,0.03352263432190516,IR2,Duplex,1Story,5,5,CBlock,Gd,TA,GasA,TA,N,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.027930011697455456,0.0,0.0,"Under 200,000",110000.0,No,No,No
0.0363262508567512,20,RL,0.16095890410958902,0.22889527682348265,IR1,1Fam,1Story,9,5,CBlock,Ex,TA,GasA,Gd,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.10501733133765709,0.11677623173592883,0.0724174653887114,"Under 400,000",385000.0,No,No,No
0.037011651816312545,80,RL,0.13356164383561642,0.027268690551309916,Reg,1Fam,SLvl,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0.3333333333333333,TA,TA,TA,Normal,NA,MnPrv,0.012308602628872206,0.016571813514831935,0.06389776357827477,"Under 200,000",130000.0,No,No,No
0.03769705277587389,20,RL,0.2705479452054794,0.0414826240388885,IR1,1Fam,1Story,6,5,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.030583183460750993,0.02363585681432786,0.10649627263045794,"Under 200,000",180500.0,No,No,No
0.03838245373543523,160,FV,0.010273972602739725,0.0062866624599780315,Reg,Twnhs,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.0,N/A,TA,TA,Abnorml,NA,NA,0.0010064257414333134,0.0,0.0,"Under 200,000",172500.0,No,No,No
0.03906785469499657,60,RL,0.2328767123287671,0.04835354880927341,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.0,N/A,TA,TA,Normal,NA,NA,0.031169280822109978,0.0,0.0,"Under 200,000",196500.0,No,No,No
0.039753255654557916,60,RL,0.1541095890410959,0.05787468741966393,IR2,1Fam,2Story,10,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Partial,NA,NA,0.027033798921884677,0.031782387511905034,0.07028753993610225,"Under 600,000",438780.0,No,No,No
0.040438656614119266,20,RL,0.13356164383561642,0.027577181051204748,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,MnPrv,0.012431371502238067,0.0,0.0,"Under 200,000",124900.0,No,No,No
0.04112405757368061,20,RL,0.14383561643835616,0.05502348734487836,Reg,1Fam,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.0,N/A,TA,TA,Partial,NA,NA,0.02456986483612076,0.0,0.0,"Under 200,000",158000.0,No,No,No
0.04180945853324195,75,RM,0.13356164383561642,0.027577181051204748,Reg,1Fam,2.5Unf,5,7,BrkTil,TA,Fa,GasA,TA,N,SBrkr,Fa,0.0,N/A,TA,TA,Normal,NA,NA,0.012431371502238067,0.0,0.0,"Under 200,000",101000.0,No,No,No
0.042494859492803294,120,RL,0.07876712328767123,0.024034214400897425,IR1,TwnhsE,1Story,8,5,PConc,Gd,Gd,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.007825926634499361,0.014964342958024577,0.046858359957401494,"Under 400,000",202500.0,No,No,No
0.04318026045236464,70,RM,0.09931506849315068,0.042066886349295375,IR1,1Fam,2Story,7,6,BrkTil,TA,TA,GasA,Gd,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,GdPrv,0.0150045574844013,0.0,0.0,"Under 200,000",140000.0,No,No,No
0.04386566141192598,60,RL,0.16797930947954332,0.03774334525228446,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.0,N/A,TA,TA,Normal,NA,GdPrv,0.01939814419037539,0.0,0.0,"Under 400,000",219500.0,No,No,No
0.04455106237148732,60,RL,0.18835616438356162,0.038752950524667554,Reg,1Fam,2Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.021636432816454675,0.02227926316523032,0.08093716719914804,"Under 400,000",317000.0,No,No,No
0.045236463331048665,20,RL,0.16797930947954332,0.08693823178854378,Reg,1Fam,1Story,7,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.04225534640690789,0.0462263931798648,0.07460059464113596,"Under 200,000",180000.0,No,No,No
0.04592186429061001,20,RL,0.17465753424657532,0.04377293229568347,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.0,N/A,TA,TA,Normal,NA,NA,0.022844404124996942,0.0,0.0,"Under 400,000",226000.0,No,No,No
0.04660726525017135,30,RM,0.08904109589041095,0.015461917782607679,Reg,1Fam,1Story,4,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.005752744791135269,0.0,0.0,"Under 200,000",80000.0,No,No,No
0.047292666209732694,50,RL,0.2054794520547945,0.06680688962116431,Reg,1Fam,1.5Fin,7,4,CBlock,TA,TA,GasW,TA,Y,SBrkr,TA,0.3333333333333333,TA,TA,TA,Normal,NA,NA,0.03819525663856407,0.03622151501777045,0.08626198083067094,"Under 400,000",225000.0,No,No,No
0.04797806716929404,20,RL,0.2534246575342466,0.05772979036668303,IR1,1Fam,1Story,7,6,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,TA,0.6666666666666666,Gd,TA,TA,Normal,NA,NA,0.03924350440276772,0.06342075309530999,0.2023429179978701,"Under 400,000",244000.0,No,No,No
0.048663468128855386,20,RL,0.1643835616438356,0.02944214634602351,Reg,1Fam,1Story,4,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.015293839392829795,0.0,0.0,"Under 200,000",129500.0,No,No,No
0.04934886908841673,60,RL,0.1815068493150685,0.041323704690457826,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,TA,0.3333333333333333,TA,TA,TA,Normal,NA,NA,0.02230353903289068,0.023556877047085877,0.07880724174653887,"Under 200,000",185000.0,No,No,No
0.05003427004797807,20,RL,0.2191780821917808,0.04159947650096987,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,GdWo,0.025917346228033322,0.0,0.0,"Under 200,000",144900.0,No,No,No
0.050719671007539414,50,RM,0.13356164383561642,0.02098670218981514,Reg,1Fam,2Story,3,6,CBlock,Fa,TA,GasA,Gd,N,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.009808581934876506,0.0,0.0,"Under 200,000",107400.0,No,No,No
0.05140507196710076,180,RM,0.0,0.0013835331510434925,Reg,Twnhs,SLvl,4,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,GdWo,7.747459963163757e-05,0.0,0.0,"Under 200,000",91000.0,No,No,No
0.0520904729266621,20,RL,0.16797930947954332,0.03353665661735493,IR1,1Fam,1Story,4,7,CBlock,TA,TA,GasA,Ex,Y,FuseA,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.017443609083973563,0.0,0.0,"Under 200,000",135750.0,No,No,No
0.05277587388622344,50,RM,0.09931506849315068,0.03428451237467573,Reg,1Fam,1.5Fin,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,MnPrv,0.012423620942050828,0.0,0.0,"Under 200,000",127000.0,No,No,No
0.053461274845784786,90,RL,0.17465753424657532,0.04430110542429129,Reg,Duplex,1Story,4,5,CBlock,TA,TA,GasA,TA,N,SBrkr,TA,0.0,N/A,N/A,N/A,Normal,NA,NA,0.023096638355730437,0.0,0.0,"Under 200,000",136500.0,No,No,No
0.05414667580534613,50,RM,0.13356164383561642,0.042721260136951086,Reg,1Fam,2Story,5,6,PConc,TA,TA,GasA,Gd,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,MnPrv,0.018458207103834844,0.0,0.0,"Under 200,000",110000.0,No,No,No
0.05483207676490748,60,RL,0.2705479452054794,0.054686952254083994,Reg,1Fam,2Story,6,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.03934131647233067,0.030198146298404144,0.10649627263045794,"Under 200,000",193500.0,No,No,No
0.05551747772446882,120,RM,0.03767123287671233,0.014957115146416134,Reg,TwnhsE,1Story,6,5,PConc,Ex,Gd,GasA,Ex,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.0035027261665391387,0.0,0.0,"Under 200,000",153500.0,No,No,No
0.056202878684030164,20,RL,0.1952054794520548,0.0416275210918694,Reg,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.023718295287228474,0.023707867778577897,0.0830670926517572,"Under 400,000",245000.0,No,No,No
0.056888279643591506,20,RL,0.20205479452054792,0.03548575568487228,IR1,1Fam,1Story,5,5,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0.0,N/A,TA,TA,Normal,NA,NA,0.021092157477866028,0.0,0.0,"Under 200,000",126500.0,No,No,No
0.05757368060315285,80,RL,0.16797930947954332,0.03379373203393395,IR1,1Fam,SLvl,7,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,TA,0.3333333333333333,TA,TA,TA,Normal,NA,NA,0.017563052896031453,0.019814629840414412,0.07460059464113596,"Under 200,000",168500.0,No,No,No
0.05825908156271419,60,RL,0.3424657534246575,0.06898501951436116,Reg,1Fam,2Story,8,5,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,TA,TA,TA,Normal,NA,NA,0.05928006658537259,0.0373040024158517,0.12886048988285412,"Under 400,000",260000.0,No,No,No
0.058944482522275535,60,RL,0.3458904109589041,0.04959685900581925,IR2,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0.3333333333333333,Gd,TA,TA,Normal,NA,NA,0.044089061625107076,0.027668470812330134,0.1299254526091587,"Under 200,000",174000.0,No,No,No
